id;model;msnbc;msnemb;OBCN;registeredDate;gpsId;qrCode;station.id;station.name;status;states;Lock RSOC;Lock voltage;location;lastCheckUp;totalTripsSinceLastCheckUp;tripsDurationSinceLastCheckUp;lastReportDate;totalTrips;tripsDurationTotal;Battery voltage;Battery temperature;Battery RSOC;Battery current;Motor odometer;custom1;Lock ID;Lock IMEI;Lock UICCID;Lock Status;Lock firmware;BCU firmware;Battery Firmware;Motor Firmware;nfcTagUid;Abandoned;Misparked;Last GPS Position;Last GPS Position Date;BCU Serial Number
3007;ICONIC;T11867;00007BF3C950000304E0;P0633912;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;AT_STATION;28/6/2021 14:01;145;10316049;4/7/2019 12:17;151;10316537;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3008;ICONIC;T11950;000061E0C950000304E0;P0633993;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1711;3553059;23/10/2019 16:50;1736;3562302;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3010;ICONIC;T11865;00005B9DC950000304E0;P0634878;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1435;2406879;10/11/2019 23:45;1513;2438072;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3012;ICONIC;T12103;0000E7B6C950000304E0;P0634111;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1723;3433733;6/12/2019 10:25;1798;3450786;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3013;ICONIC;T11833;00004C8DC950000304E0;P0634008;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2428;6349787;12/8/2019 11:40;2453;6350235;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3014;ICONIC;T12133;0000DCDFC950000304E0;P0634267;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;AT_STATION;28/6/2021 14:01;1791;4627590;6/12/2019 10:25;1890;4666942;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3016;ICONIC;T12106;000056B5C950000304E0;P0634680;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;199;8794527;30/9/2019 14:03;211;8797728;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3017;ICONIC;T12120;000046C8C950000304E0;P0634258;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1150;2327989;29/10/2019 15:31;1192;2341206;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3022;ICONIC;T11863;0000B5DEC950000304E0;P0634013;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1040;3562169;10/11/2019 23:32;1100;3574721;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3025;ICONIC;T11834;0000AAE5C950000304E0;P0633765;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1663;3372847;23/10/2019 16:50;1706;3370217;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3026;ICONIC;T11835;0000FCCCC950000304E0;P0631826;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;554;5270113;28/8/2019 11:47;605;5270818;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3027;ICONIC;T11862;0000DB9BC950000304E0;P0633846;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1666;3088432;30/10/2019 17:18;1737;3099290;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3028;ICONIC;T11831;000040E4C950000304E0;P0633750;16/5/2019 19:16;Si;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1861;3248377;8/1/2020 11:01;2010;3327740;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3029;ICONIC;T11832;0000CD9FC950000304E0;P0632053;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;1169;7936733;5/2/2020 17:47;1240;7973265;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3032;ICONIC;T11843;000027AFC950000304E0;P0633926;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;802;2379666;25/10/2019 11:53;845;1430540;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3033;ICONIC;T11844;00005ACEC950000304E0;P0633838;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;755;4825705;4/12/2019 11:12;791;4846849;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3034;ICONIC;T0378;000034E2C950000304E0;P0634270;16/5/2019 19:16;Si;NXMVYJ;;;STOLEN;STOLEN;;;IN_USE;1/7/2025 13:17;0;0;1/7/2025 13:17;8560;14267715;;;;;;;;;;;;;;;;false;false;0.0, 0.0;21/5/2025 18:07;
3036;ICONIC;T11838;0000A4B0C950000304E0;P0633608;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;704;1772382;28/8/2019 12:59;726;1776714;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3038;ICONIC;T11841;000003B0C950000304E0;P0633753;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;991;7015313;12/8/2019 11:39;1024;7016858;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3040;ICONIC;T12043;0000A4E4C950000304E0;P0633911;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1289;2623325;14/10/2019 11:21;1352;2638009;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3041;ICONIC;T12055;000073AFC950000304E0;P0634284;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1037;2233762;29/10/2019 15:32;1281;2775823;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3042;ICONIC;T0647;0000B9E5C950000304E0;P0634141;16/5/2019 19:16;Si;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;5015;8889429;27/2/2021 20:45;5238;12165586;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3044;ICONIC;T12054;0000368CC950000304E0;P0633202;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2028;4143700;28/11/2019 14:58;2122;4171554;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3045;ICONIC;T0923;0000348DC950000304E0;P0633920;16/5/2019 19:16;Si;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2270;8355249;3/3/2020 16:50;2426;8407433;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3046;ICONIC;T0285;0000D58AC950000304E0;P0631117;16/5/2019 19:16;;FGODUF;;;STOLEN;STOLEN;;;UNKNOWN;16/8/2022 09:07;4;2764;20/8/2022 16:19;5168;7574674;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3047;ICONIC;T11882;0000BC8CC950000304E0;P0632796;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1310;3974988;30/9/2019 13:21;1349;3977598;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3049;ICONIC;T11885;0000739FC950000304E0;P0634253;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1735;3374151;28/11/2019 14:59;1781;3401998;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3050;ICONIC;T11881;0000238CC950000304E0;;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;120;11624854;11/6/2019 15:18;130;11626893;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3054;ICONIC;T12022;000064CEC950000304E0;P0634516;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1485;3138053;7/10/2019 12:12;1535;3143447;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3055;ICONIC;T11886;0000628DC950000304E0;P0632435;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;682;9611764;31/1/2020 11:19;699;9611932;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3060;ICONIC;T1641;0000EBC7C950000304E0;P0634627;16/5/2019 19:16;;FQPQFD;;;STOLEN;STOLEN;;;UNKNOWN;13/3/2023 23:45;68;66698;21/3/2023 22:23;2730;14063015;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3062;ICONIC;T11891;000005B5C950000304E0;P0634259;16/5/2019 19:16;Si;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1645;3973262;26/12/2019 17:34;1797;4018957;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3063;ICONIC;T11893;0000DBE4C950000304E0;P0633149;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;904;4746966;10/9/2019 16:12;939;4765582;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3064;ICONIC;T11846;0000169FC950000304E0;P0634352;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1367;3515831;29/11/2019 16:22;1445;3518372;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3065;ICONIC;T11892;0000DDCEC950000304E0;P0631964;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1978;4437097;26/12/2019 17:35;2081;4491756;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3067;ICONIC;T0174;00006FE0C950000304E0;P0634026;16/5/2019 19:16;Si;FFTKLI;;;STOLEN;STOLEN;;;IN_USE;12/5/2024 07:28;1;260;20/5/2024 10:55;6799;10225186;;;;;;;;;;;;;;;;false;false;0.0, 0.0;13/5/2024 09:14;
3068;ICONIC;T11953;0000F8F3C950000304E0;P0633431;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;1898;4606715;18/11/2019 17:12;1965;4625483;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3069;ICONIC;T0673;0000FC99C950000304E0;P0634855;16/5/2019 19:16;Si;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1143;3427931;25/2/2020 11:07;1472;5131144;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3073;ICONIC;T11851;00002E8DC950000304E0;P0638778;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;162;274695;7/6/2019 10:56;163;274705;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3074;ICONIC;T11852;000095E2C950000304E0;P0638872;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2246;5344680;3/1/2020 09:45;2344;5372830;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3075;ICONIC;T12079;00006A99C950000304E0;P0633859;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;1780;3346232;4/12/2019 11:12;1869;3384601;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3076;ICONIC;T11853;0000A7E5C950000304E0;P0634356;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;730;1197401;26/7/2019 17:46;743;1199435;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3078;ICONIC;T11850;0000268CC950000304E0;P0631565;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1259;2108140;1/11/2019 09:06;1306;2114318;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3079;ICONIC;T12072;00003E9FC950000304E0;P0631904;16/5/2019 19:16;Si;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2281;5301318;10/2/2020 14:47;2398;5366878;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3081;ICONIC;T12080;0000569FC950000304E0;P0634010;16/5/2019 19:16;Si;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2496;4418086;28/1/2020 11:47;2693;4540262;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3083;ICONIC;T11930;0000518DC950000304E0;P0634068;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;477;1021795;10/11/2019 22:42;509;1039505;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3084;ICONIC;T12073;000059C7C950000304E0;P0633938;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1727;3226523;11/11/2019 22:08;1777;3248903;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3085;ICONIC;T12082;0000DBCFC950000304E0;P0634029;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1588;2529530;10/11/2019 22:43;1651;2548843;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3087;ICONIC;T11928;000081C7C950000304E0;P0632777;16/5/2019 19:16;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1564;2848773;24/10/2019 11:13;1598;2862360;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3091;ICONIC;T11313;0000B54AB108000304E0;P0633246;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2007;2284737;29/10/2019 15:32;2050;2300632;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3092;ICONIC;T12091;00000D8BC950000304E0;P0631657;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;661;2726674;2/12/2019 11:33;683;2738287;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3094;ICONIC;T11919;000023C8C950000304E0;P0633495;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;426;974862;18/11/2019 17:13;456;980242;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3095;ICONIC;T12090;00008A8DC950000304E0;P0632593;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;755;1485110;13/11/2019 11:45;789;1501784;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3096;ICONIC;T12075;0000F2E3C950000304E0;P0632923;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1499;3335946;11/10/2019 12:30;1553;3346751;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3099;ICONIC;T12081;0000659AC950000304E0;P0631900;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;363;9432901;4/7/2019 11:32;375;9415894;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3101;ICONIC;T11326;000070C6C950000304E0;P0630532;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;13;12069211;27/5/2019 18:17;13;12069211;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3102;ICONIC;T11923;0000128EC950000304E0;P0633689;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1433;2918650;23/10/2019 16:51;1493;2937675;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3103;ICONIC;T11924;0000B9B6C950000304E0;P0633770;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1780;3028890;10/11/2019 23:45;1816;3041225;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3106;ICONIC;T11388;00006AB6C950000304E0;;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;252;10862017;18/6/2019 13:27;262;10864728;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3111;ICONIC;T11825;0000ED9EC950000304E0;P0632892;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2323;5494300;22/1/2020 15:02;2405;5529079;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3112;ICONIC;T0810;000073B5C950000304E0;P0004349;17/5/2019 18:50;;FMZGCC;;;STOLEN;STOLEN;;;UNKNOWN;23/10/2024 18:40;0;0;23/10/2024 18:40;7535;16540664;;;;;;;;;;;;;;;;false;false;-34.648402, -58.5136448;7/10/2024 08:28;
3113;ICONIC;T0139;0000C7F2C950000304E0;P0632331;17/5/2019 18:50;;FVRKRE;;;STOLEN;STOLEN;;;UNKNOWN;30/4/2023 18:47;0;0;8/5/2023 10:27;6462;10220061;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3114;ICONIC;T11912;000041B5C950000304E0;P0634527;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;1991;4593101;19/11/2019 18:20;2040;4604222;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3116;ICONIC;T11311;0000879BC950000304E0;P0633746;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2173;4450001;9/12/2019 16:19;2257;4055775;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3117;ICONIC;T0377;0000449BC950000304E0;P0003611;17/5/2019 18:50;Si;FQFIMI;;;STOLEN;STOLEN;;;UNKNOWN;30/9/2024 15:38;15;21369;22/10/2024 19:50;8156;13201904;;;;;;;;;;;;;;;;false;false;-34.648402, -58.5136448;12/10/2024 16:31;
3121;ICONIC;T11933;0000399AC950000304E0;P0632347;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2240;6605395;13/1/2020 18:07;2348;6640522;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3124;ICONIC;T1568;0000C5F2C950000304E0;P0632894;17/5/2019 18:50;;NTRTDB;;;STOLEN;STOLEN;;;UNKNOWN;30/9/2024 07:25;16;24294;21/10/2024 19:06;5355;7651509;;;;;;;;;;;;;;;;false;false;0.0, 0.0;10/10/2024 16:03;
3127;ICONIC;T11917;000048AFC950000304E0;;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;AT_STATION;28/6/2021 14:01;1558;5183531;16/12/2019 18:36;1631;5213110;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3129;ICONIC;T11916;00002BE4C950000304E0;P0632345;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1263;2130696;10/11/2019 22:51;1359;2168197;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3130;ICONIC;T11221;0000D9E0C950000304E0;P0633695;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;857;4721228;10/9/2019 16:12;894;4737136;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3132;ICONIC;T11223;0000AD98C950000304E0;P0633256;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;849;4266107;16/9/2019 13:25;883;4268639;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3133;ICONIC;T11222;0000B6B4C950000304E0;P0633944;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;3063;5014061;25/2/2020 11:09;3223;5107121;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3134;ICONIC;T11293;0000F1E2C950000304E0;P0632480;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1886;5553801;17/2/2020 10:35;2391;6274458;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3135;ICONIC;T11256;00006CF1C950000304E0;P0634075;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;206;11136291;10/6/2019 16:48;212;11137029;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3138;ICONIC;T1238;0000ECE5C950000304E0;P0632849;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1900;5018694;11/3/2020 11:17;1945;5026212;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3139;ICONIC;T11915;0000C78DC950000304E0;P0630938;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;31;11939526;27/5/2019 18:18;32;11940066;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3140;ICONIC;T0768;0000D1F2C950000304E0;P0633658;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2441;5968347;28/2/2020 10:23;2559;6005662;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3142;ICONIC;T1005;00009AF1C950000304E0;P0633407;17/5/2019 18:50;Si;FTREJK;;;STOLEN;STOLEN;;;UNKNOWN;30/3/2023 12:12;0;0;7/4/2023 16:52;7047;11211662;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3143;ICONIC;T11271;000069C9C950000304E0;;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;242;8892249;8/7/2019 10:12;488;9430553;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3144;ICONIC;T11238;00003EB5C950000304E0;P0633709;17/5/2019 18:50;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1270;4804066;10/9/2019 09:25;1299;4807473;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3145;ICONIC;T11268;0000CEE5C950000304E0;P0633880;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1674;2859470;10/11/2019 22:43;1723;2874973;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3147;ICONIC;T11829;000073C8C950000304E0;P0633040;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1209;2731098;8/10/2019 10:38;1260;2741159;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3148;ICONIC;T11826;000033E0C950000304E0;;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;731;4659745;23/1/2020 14:54;1272;5499377;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3149;ICONIC;T11828;000040E6C950000304E0;P0632871;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1629;3865957;18/11/2019 17:15;1679;3892137;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3153;ICONIC;T11332;0000E8B5C950000304E0;P0633248;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1197;5419705;16/9/2019 13:17;1244;5429392;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3154;ICONIC;T11330;0000E698C950000304E0;P0632425;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;162;238111;14/6/2019 12:45;202;416964;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3155;ICONIC;T11299;0000099FC950000304E0;P0633794;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;494;8026827;22/7/2019 00:49;513;8034170;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3156;ICONIC;T11277;00007CC7C950000304E0;;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1326;3574844;30/9/2019 13:21;1343;3578423;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3157;ICONIC;T11278;0000328EC950000304E0;P0633674;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;1344;4145750;10/11/2019 22:22;1391;3741700;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3161;ICONIC;T11237;0000A69EC950000304E0;P0632826;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;805;6699448;28/8/2019 11:44;829;6703504;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3162;ICONIC;T11413;0000CD8BC950000304E0;P0633219;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1372;2507154;28/11/2019 15:00;1425;2510552;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3163;ICONIC;T11317;0000A5C6C950000304E0;P0633346;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;3;12088082;27/5/2019 18:19;3;12088082;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3164;ICONIC;T11239;0000508EC950000304E0;P0633357;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;142;11053895;10/6/2019 16:51;147;11058931;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3165;ICONIC;T11219;00000CF2C950000304E0;P0634044;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;3369;10205174;17/2/2020 20:40;3509;10259700;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3166;ICONIC;T11414;000023F5C950000304E0;P0633543;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;688;1406301;30/8/2019 12:56;728;1409905;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3167;ICONIC;T1408;00007D49B108000304E0;P0630713;17/5/2019 18:51;;FVEWJJ;;;STOLEN;STOLEN;;;IN_USE;25/2/2023 21:48;0;0;25/2/2023 21:48;4209;8491225;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3168;ICONIC;T11417;0000D2C5C950000304E0;P0632609;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;2578;5866010;2/2/2020 19:46;2685;6276435;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3170;ICONIC;T11316;0000C6F5C950000304E0;P0633148;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;3208;5271176;14/1/2020 10:18;3362;5321833;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3171;ICONIC;T11318;0000AECBC950000304E0;P0632836;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;362;2750368;17/9/2019 10:41;369;2754580;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3172;ICONIC;T2329;0000892DB108000304E0;P0633752;17/5/2019 18:51;;FJWUYJ;;;STOLEN;STOLEN;;;UNKNOWN;10/5/2022 14:30;19;20155;24/5/2022 19:50;3426;7802092;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3173;ICONIC;T11273;0000A88FB108000304E0;P0633660;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;1888;3767792;4/12/2019 11:13;1963;3799082;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3174;ICONIC;T11274;0000BFF3C950000304E0;P0633797;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;840;2004813;25/11/2019 16:40;890;2036196;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3175;ICONIC;T11272;000092CCC950000304E0;;17/5/2019 18:51;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;802;1082828;7/10/2019 13:58;921;1104359;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
3176;ICONIC;T11298;00008EB4C950000304E0;P0632246;17/5/2019 18:51;Si;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1228;3113252;30/1/2020 10:01;1413;3172336;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
